Hip,,,,,,,,,,Neck,,,,,,,,,,Head,,,,,,,,,,RShoulder,,,,,,,,,,RForearm,,,,,,,,,,LShoulder,,,,,,,,,,LForearm,,,,,,,,,,RThigh,,,,,,,,,,RShin,,,,,,,,,,LThigh,,,,,,,,,,LShin
x-axis,y-axis,z-axis,x-speed,y-speed,z-speed,x-acc,y-acc,z-acc,,x-axis,y-axis,z-axis,x-speed,y-speed,z-speed,x-acc,y-acc,z-acc,,x-axis,y-axis,z-axis,x-speed,y-speed,z-speed,x-acc,y-acc,z-acc,,x-axis,y-axis,z-axis,x-speed,y-speed,z-speed,x-acc,y-acc,z-acc,,x-axis,y-axis,z-axis,x-speed,y-speed,z-speed,x-acc,y-acc,z-acc,,x-axis,y-axis,z-axis,x-speed,y-speed,z-speed,x-acc,y-acc,z-acc,,x-axis,y-axis,z-axis,x-speed,y-speed,z-speed,x-acc,y-acc,z-acc,,x-axis,y-axis,z-axis,x-speed,y-speed,z-speed,x-acc,y-acc,z-acc,,x-axis,y-axis,z-axis,x-speed,y-speed,z-speed,x-acc,y-acc,z-acc,,x-axis,y-axis,z-axis,x-speed,y-speed,z-speed,x-acc,y-acc,z-acc,,x-axis,y-axis,z-axis,x-speed,y-speed,z-speed,x-acc,y-acc,z-acc,,
-0.227692,0.891584,1.01099,-0.0474013,-0.00420928,0.0195015,0.0307381,0.00107288,-0.110936,,-0.19523,1.41716,0.959895,-0.0153588,-0.0030148,0.0134826,0.0111848,0.0210285,0.1001,,-0.199277,1.54921,1.00747,-0.019792,0.00114799,0.00148773,0.0018239,0.00386238,0.143552,,-0.366012,1.42701,0.940787,-0.00792772,0.00970244,-0.0434017,0.0384092,0.0326157,0.0579357,,-0.561638,1.19874,0.943069,-0.040437,0.0383341,0.00371754,-0.923002,0.883842,-0.418532,,-0.0427797,1.41434,1.03806,-0.041994,-0.00423431,0.0639081,-0.0282973,-0.00321865,0.132608,,-0.25304,1.2791,1.20503,-0.185007,0.136925,-0.00636935,-0.743884,1.10464,-0.263715,,-0.325146,0.936708,0.988025,-0.0438899,7.689E-05,0.0130677,0.0299871,0.00139475,-0.103855,,-0.375067,0.501573,1.01498,-0.0207979,-0.0037694,-0.0068593,0.109595,0.00407696,0.0551462,,-0.125583,0.931546,1.01714,-0.0464487,-0.00814498,0.0289714,0.0253469,0.00751019,-0.0830412,,-0.0933239,0.494035,1.00681,-0.0236464,-0.00608504,0.0141656,0.0453427,0.00901222,-0.0150204,,
-0.229272,0.891444,1.01164,-0.0463763,-0.00417352,0.0158,0.371701,0.0114799,-0.333667,,-0.195742,1.41706,0.960345,-0.0149864,-0.00231743,0.0168192,0.0243813,0.0596523,0.0391603,,-0.199936,1.54925,1.00752,-0.0197308,0.00127673,0.00626922,-0.0472873,0.0184536,0.145912,,-0.366276,1.42733,0.939341,-0.00664741,0.0107861,-0.0414705,0.0369608,-0.0141621,0.0724196,,-0.562985,1.20002,0.943193,-0.0712019,0.0677955,-0.0102335,-0.333023,0.3371,-0.716794,,-0.0441795,1.4142,1.04019,-0.0429373,-0.0043416,0.0683248,0.0192449,0.086689,0.00836849,,-0.259207,1.28366,1.20482,-0.209803,0.173743,-0.0151563,-0.312531,0.955725,-0.236249,,-0.326609,0.93671,0.988461,-0.0428903,0.000123382,0.00960767,0.341284,-0.0465632,-0.317681,,-0.375761,0.501448,1.01475,-0.0171447,-0.0036335,-0.0050211,0.0556827,0.00783205,0.0431299,,-0.127131,0.931274,1.0181,-0.0456038,-0.00789285,0.0261998,0.340292,0.0830412,-0.297618,,-0.0941121,0.493832,1.00728,-0.0221349,-0.00578463,0.013665,0.103359,0.0607789,-0.101924,,
-0.230818,0.891305,1.01217,-0.0339863,-0.00378907,0.00468135,0.272834,0.0127673,-0.17252,,-0.196242,1.41698,0.960905,-0.0141741,-0.000332594,0.0181246,0.0294507,0.0332594,-0.0627637,,-0.200594,1.54929,1.00773,-0.021307,0.00189543,0.0111294,-0.0118017,0.0184536,-0.0274658,,-0.366498,1.42769,0.937958,-0.00541538,0.0103104,-0.0390548,0.0359416,-0.0472069,-0.0139475,,-0.565359,1.20228,0.942851,-0.0823027,0.0790358,-0.0341284,0.287104,-0.242257,-0.531828,,-0.0456107,1.41406,1.04247,-0.0422958,-0.00145197,0.0686073,0.0364915,0.0731707,-0.112653,,-0.2662,1.28945,1.20431,-0.220222,0.205604,-0.0230312,0.414616,0.285602,0.0697374,,-0.328038,0.936714,0.988781,-0.0315151,-0.00142872,-0.0009799,0.249928,-0.032723,-0.164044,,-0.376332,0.501327,1.01458,-0.0152877,-0.00337243,-0.00358343,-0.0297725,0.00751019,-0.00815392,,-0.128651,0.931011,1.01898,-0.0342608,-0.0051266,0.0162756,0.251752,0.0627637,-0.167799,,-0.0948499,0.493639,1.00774,-0.0186896,-0.00375956,0.0102711,-0.0192449,0.0399113,-0.0890493,,
-0.231951,0.891179,1.01233,-0.0248914,-0.00336349,-0.00106573,0.0188559,0.0275731,0.0566483,,-0.196714,1.41697,0.961509,-0.0131925,0.000776053,0.0160325,0.0518203,-0.00987053,-0.159645,,-0.201304,1.54936,1.0081,-0.0217,0.00251412,0.0102139,0.103533,-0.00386238,-0.173163,,-0.366678,1.42804,0.936657,-0.00421733,0.00873685,-0.0395179,0.0264466,-0.0180244,0.112009,,-0.568102,1.20492,0.941714,-0.0727326,0.0709641,-0.051856,0.10879,-0.0652313,-0.400078,,-0.0470206,1.41401,1.04476,-0.0410794,0.000987053,0.0648522,0.173324,0.0270367,-0.402546,,-0.273541,1.29631,1.20355,-0.206401,0.215124,-0.0207031,1.58207,-1.30935,0.338602,,-0.329089,0.936667,0.988748,-0.023185,-0.00252128,-0.00644803,0.0246227,0.0363708,0.0511766,,-0.376842,0.501214,1.01446,-0.016281,-0.00312209,-0.00385523,-0.0117481,0.035727,-0.0263929,,-0.129793,0.93084,1.01952,-0.025869,-0.00303268,0.0106823,0.0282168,0.00847578,0.0139475,,-0.0954729,0.493514,1.00808,-0.0193311,-0.00242919,0.00730276,0.0261784,0.0092268,-0.0178099,,
-0.232781,0.891066,1.01229,-0.0242633,-0.00244439,0.000818968,-0.0094682,0.0212431,0.0667334,,-0.197154,1.417,0.962044,-0.0114651,0.000447035,0.010711,0.0362635,-0.0205994,-0.181103,,-0.202028,1.54944,1.00844,-0.0182493,0.00238538,0.00444174,0.128451,-0.0150204,-0.188828,,-0.366819,1.42833,0.935339,-0.00333577,0.00813603,-0.035786,-0.0197411,-0.0448465,0.206745,,-0.570527,1.20728,0.939985,-0.0691062,0.0687933,-0.0651938,-0.393963,0.351906,-0.139153,,-0.0483899,1.41404,1.04692,-0.0353019,0.00188828,0.051434,0.226057,0.00536442,-0.525069,,-0.280421,1.30348,1.20286,-0.153666,0.171479,-0.00941634,1.85309,-2.22731,0.250411,,-0.329862,0.936583,0.988533,-0.0223652,-0.00131071,-0.00474036,-0.0155568,0.0401259,0.128317,,-0.377384,0.50111,1.01433,-0.0166717,-0.00193119,-0.00473142,0.0140548,0.0300407,0.0124455,,-0.130656,0.930739,1.01987,-0.0249285,-0.00275195,0.0111437,0.0103265,-0.00858307,-0.0484943,,-0.0961173,0.493433,1.00832,-0.0184585,-0.00212163,0.0067091,0.129899,0,-0.00472069,,
-0.233589,0.890985,1.01232,-0.0245793,-0.0017345,0.00303984,0.0852406,0.00439882,-0.00236034,,-0.197536,1.41701,0.962401,-0.0102559,-0.000239611,0.0046742,0.0231743,-0.0102997,-0.1266,,-0.202636,1.54952,1.00859,-0.0139681,0.00188112,-0.00185251,0.0958353,-0.00879765,-0.123382,,-0.36693,1.4286,0.934146,-0.00399292,0.00663757,-0.0288963,-0.0213504,-0.0178099,0.159109,,-0.57283,1.20957,0.937812,-0.0822383,0.0805235,-0.0698322,-0.185931,0.206637,0.237215,,-0.0495666,1.4141,1.04863,-0.0277667,0.00206709,0.0339353,0.166659,-0.00472069,-0.378299,,-0.285543,1.30919,1.20254,-0.0918952,0.0972354,-0.00106931,1.11194,-1.51384,0.0311136,,-0.330607,0.936539,0.988375,-0.0228846,2.5034E-05,-0.000464916,0.0543952,0.00257492,0.118876,,-0.37794,0.501046,1.01417,-0.0162041,-0.000928044,-0.00432015,0.0637293,-0.00300407,0.0384092,,-0.131487,0.930647,1.02025,-0.0245842,-0.00303626,0.00952721,0.0975251,0.00236034,-0.14956,,-0.0967326,0.493362,1.00855,-0.0141285,-0.00212073,0.00655174,0.0834703,-0.00203848,-0.0193119,,
-0.234409,0.890927,1.01242,-0.0217375,-0.00158787,0.00295758,0.150016,0.00514984,-0.0472069,,-0.197878,1.417,0.962557,-0.00948384,-0.000582933,0.000452399,0.0430763,0.00472069,-0.0831485,,-0.203101,1.54958,1.00853,-0.0107735,0.00158787,-0.00596523,0.0788033,0.00150204,-0.0708103,,-0.367063,1.42882,0.933183,-0.0047037,0.00604034,-0.0235945,0.0152886,-0.00536442,0.0869036,,-0.575571,1.21226,0.935484,-0.088436,0.0874114,-0.0619251,0.758421,-0.6845,0.620127,,-0.0504922,1.41417,1.04976,-0.0222114,0.00190973,0.0213254,0.129443,0.00600815,-0.231957,,-0.288606,1.31244,1.20251,-0.0548306,0.0467742,-3.21865E-05,0.560796,-0.646091,0.00193119,,-0.33137,0.93654,0.98836,-0.0210723,0.000109077,0.0034976,0.119627,-0.00847578,0.0495672,,-0.37848,0.501015,1.01403,-0.0140807,-0.00102818,-0.00303984,0.106269,-0.00879765,0.0171661,,-0.132306,0.930546,1.02056,-0.0213334,-0.00295579,0.0045383,0.153261,0.0185609,-0.153852,,-0.0972035,0.493291,1.00877,-0.0113462,-0.00218779,0.00590801,0.0594243,0.0078857,-0.0281096,,
-0.235133,0.890874,1.01252,-0.016737,-0.00141799,0.00138044,0.116676,0.00375509,-0.0298262,,-0.198194,1.41699,0.962572,-0.00804797,-0.000425577,-0.00231922,0.0340104,0.005579,-0.0566483,,-0.203461,1.54964,1.00833,-0.00814676,0.00163794,-0.00832558,0.0469923,0.005579,-0.0564337,,-0.36722,1.42902,0.932397,-0.00419498,0.00586152,-0.0206995,0.0249445,0.00321865,0.0046134,,-0.578519,1.21517,0.93342,-0.0631553,0.0645948,-0.041256,1.05679,-1.01409,0.695229,,-0.0512326,1.41424,1.05047,-0.0178966,0.00211,0.0135899,0.0652179,0.00407696,-0.111151,,-0.290434,1.31399,1.20251,-0.0361365,0.0252414,3.21865E-05,0.349492,-0.374866,0.0858307,,-0.332072,0.936544,0.988476,-0.0170848,-0.000175238,0.00515163,0.0955939,-0.0110507,0.0284314,,-0.37895,0.500981,1.01393,-0.0105393,-0.00132144,-0.00247121,0.0278413,-0.00472069,0.00836849,,-0.133017,0.930448,1.02071,-0.0162242,-0.00233531,-0.000590086,0.115791,0.0187755,-0.09377,,-0.0975817,0.493218,1.00896,-0.00936538,-0.00192493,0.0049746,0.0768319,0.0143766,-0.0403404,,
-0.235691,0.890827,1.01256,-0.0128482,-0.00129104,0.000386238,0.0460267,0.00847578,-0.0120163,,-0.198462,1.41697,0.962494,-0.00691474,-0.000243187,-0.00420928,0.0696302,0.0064373,-0.0242472,,-0.203732,1.54969,1.00805,-0.00658035,0.0018239,-0.0102067,0.102219,0.00901222,-0.0291824,,-0.36736,1.42922,0.931707,-0.0033626,0.00596523,-0.0205457,0.0726342,0.0504255,-0.00911951,,-0.580625,1.21733,0.932045,-0.0279307,0.0307918,-0.0180817,0.521958,-0.4004,0.424111,,-0.0518291,1.41431,1.05093,-0.0157227,0.00224233,0.00988483,0.0762418,-0.0281096,-0.0379801,,-0.291638,1.31484,1.20251,-0.0244868,0.0127494,0.00288963,0.191188,-0.159645,0.0570774,,-0.332642,0.936538,0.988648,-0.0138983,-0.000543594,0.00609756,0.0342786,0.0115871,0.0439882,,-0.379301,0.500936,1.01385,-0.00961125,-0.00147879,-0.00218868,0.0151813,0.0130892,0.0302553,,-0.133558,0.93037,1.02069,-0.0123641,-0.00170767,-0.00371218,0.0513107,0.00568628,-0.0686646,,-0.0978939,0.493154,1.00913,-0.00680432,-0.00144571,0.0036335,0.0531882,0.00525713,-0.0375509,,
-0.236119,0.890784,1.01258,-0.011314,-0.00100851,-1.43051E-05,0.0429153,0.023067,-0.0354052,,-0.198693,1.41696,0.962354,-0.00459373,-2.86102E-05,-0.00501573,0.136846,0.0154495,-0.0134111,,-0.203952,1.54975,1.00771,-0.00317261,0.00212431,-0.0111759,0.191671,0.0118017,0.00321865,,-0.367472,1.42941,0.931022,-0.000942349,0.00764966,-0.0208497,0.124025,0.0313282,0.0605106,,-0.581556,1.21835,0.931442,-0.0105321,0.0174451,-0.00394464,0.324762,-0.170374,0.129604,,-0.0523532,1.41438,1.05126,-0.0131813,0.00130534,0.00861883,0.176409,-0.0444174,-0.0804663,,-0.292455,1.31526,1.2026,-0.0181139,0.00742793,0.00479221,0.225413,-0.0289679,0.00729561,,-0.333105,0.93652,0.988851,-0.0127557,-0.000157356,0.00756383,0.0409842,0.0434518,0.0155568,,-0.379621,0.500887,1.01377,-0.00910431,-0.00104427,-0.00118375,0.0591695,0.042057,0.0193119,,-0.13397,0.930313,1.02057,-0.0106533,-0.00151813,-0.006001,0.0543416,0.00214577,-0.0858307,,-0.0981207,0.493106,1.00925,-0.00503138,-0.00127047,0.0023818,-0.0142694,-0.00488162,-0.0193119,,
-0.236497,0.89075,1.01258,-0.00988394,-0.000237823,-0.00119448,0.0574797,0.0261784,-0.027895,,-0.198846,1.41696,0.962187,-3.21865E-05,0.00048995,-0.00546098,0.139475,0.0137329,-0.0207067,,-0.204057,1.54982,1.00734,0.00321686,0.0025177,-0.011065,0.183463,0.00793934,0.000214577,,-0.367503,1.42967,0.930327,0.00319183,0.00869036,-0.0188309,0.125635,0.047636,0.0743508,,-0.581907,1.21893,0.931311,0.000293255,0.0117624,0.000377297,0.50168,-0.337529,-0.394285,,-0.0527926,1.41443,1.05154,-0.00730097,-0.000175238,0.0059402,0.190115,-0.0469923,-0.102568,,-0.293058,1.31551,1.20276,-0.010601,0.00646234,0.0050354,0.242364,-0.0137329,0.00171661,,-0.33353,0.936514,0.989104,-0.0113905,0.00129283,0.00808239,0.0614762,0.0438809,-0.00547171,,-0.379925,0.500852,1.01373,-0.00713199,0.000357628,-0.000536442,-0.00445247,0.0505328,-0.0137329,,-0.134325,0.930262,1.02037,-0.0088419,-0.00144661,-0.00886202,0.0663579,0.00686646,-0.0560045,,-0.0982884,0.493064,1.00933,-0.00550702,-0.00143319,0.00174165,-0.0282168,-0.00187755,-0.00708103,,
-0.236826,0.890742,1.01254,-0.00796795,0.000636578,-0.00212431,-0.00568628,0.0274658,-0.0171661,,-0.198847,1.41698,0.962005,0.00461698,0.000947714,-0.00614941,0.125098,0.0158787,0.0156641,,-0.20395,1.54991,1.00697,0.0093323,0.00278235,-0.0110614,0.148702,0.0109434,0.0317574,,-0.367397,1.42996,0.929699,0.00737965,0.0102782,-0.0163508,0.130463,0.0442028,0.00332594,,-0.581897,1.21933,0.931323,0.0170177,0.000507832,-0.0127673,0.41306,-0.24612,-0.901651,,-0.0530359,1.41442,1.05174,-0.000963807,-0.00174165,0.00252128,0.113364,0.0244618,0.0272512,,-0.293412,1.31572,1.20293,-0.00252217,0.00600457,0.00508905,0.0837922,-0.00793934,-0.0411987,,-0.33391,0.936557,0.989373,-0.00934213,0.00275552,0.0079,0.0120699,0.0486016,-0.0460267,,-0.380162,0.500864,1.01372,-0.0072813,0.00204206,-0.000997782,0.0499427,0.0469923,-0.00450611,,-0.13462,0.930214,1.02008,-0.00662997,-0.00121772,-0.0107288,0.000375509,0.00482798,0.011158,,-0.098472,0.493016,1.00939,-0.00644758,-0.00149667,0.00150919,0.0731975,0.0116944,-0.0120163,,
-0.237092,0.890764,1.01246,-0.00815794,0.00155389,-0.00269294,-0.027734,0.0209212,-0.0319719,,-0.198693,1.41701,0.9618,0.00878692,0.00147343,-0.00562906,0.0730902,0.0197411,0.0458121,,-0.203639,1.55,1.0066,0.0142886,0.00314713,-0.0100064,0.0756115,0.0154495,0.057292,,-0.367151,1.4303,0.929154,0.0117275,0.0117552,-0.0162417,0.0958622,0.0701666,-0.0360489,,-0.58133,1.21934,0.930898,0.0307864,-0.00769973,-0.0428224,0.0965595,0.0768185,-0.331414,,-0.0530681,1.41436,1.05183,0.00281498,-0.000926256,0.00342608,0.0287399,-0.0467777,0.117374,,-0.293496,1.31592,1.2031,0.000271797,0.00573635,0.00371575,-0.115979,-0.0246763,-0.0991345,,-0.334222,0.936649,0.989636,-0.00893891,0.00437379,0.00636578,-0.0126064,0.0369072,-0.0609398,,-0.380405,0.500932,1.01368,-0.00561565,0.00360847,-0.00114799,0.180781,0.0213504,0.0244618,,-0.134841,0.930173,1.01972,-0.0066179,-0.00105858,-0.0103569,-0.0253737,0.00600815,0.00836849,,-0.0986869,0.492966,1.00944,-0.00400767,-0.00110686,0.00110865,0.116435,0.019151,-0.0373364,,
-0.237364,0.890815,1.01238,-0.00908241,0.00225306,-0.00375867,0.0919998,-0.0146985,-0.00772476,,-0.1984,1.41706,0.961612,0.0112233,0.00213146,-0.00410199,-0.0860453,0.000214577,-0.011158,,-0.203163,1.5501,1.00627,0.0168094,0.00366569,-0.0080967,-0.103238,0.00064373,-0.0145912,,-0.36676,1.43069,0.928613,0.0149229,0.0140977,-0.0174415,-0.0970423,-0.0512838,0.0273585,,-0.580303,1.21909,0.92947,0.0340033,-0.00514269,-0.0538695,-0.0852943,-0.0583649,1.12041,,-0.0529742,1.41433,1.05194,0.00377297,-0.00248551,0.0073421,-0.0635952,0.0221014,-0.0467777,,-0.293487,1.31612,1.20322,-0.00359505,0.00491023,0.000414848,0.00600815,-0.0768185,-0.000858307,,-0.334519,0.936795,0.989848,-0.00935912,0.00560403,0.00433445,0.0639975,-0.0436664,0.0591159,,-0.380592,0.501053,1.01365,0.000411272,0.00432015,-0.00033617,0.108844,-0.0494599,0.0326157,,-0.135062,0.930138,1.01937,-0.00746325,-0.000858307,-0.0100815,0.0836045,0.0166297,-0.0720978,,-0.0988205,0.492929,1.00947,-0.000126511,-0.000469387,-0.000135899,0.0483871,0.0137329,-0.0560045,,
-0.237666,0.89089,1.01225,-0.00601575,0.00176132,-0.00401259,0.206208,-0.0669479,0.042057,,-0.198026,1.41713,0.961476,0.00835463,0.00213862,-0.00447571,-0.326774,-0.0506401,-0.0619054,,-0.202602,1.55023,1.006,0.0133681,0.00368357,-0.00858665,-0.389054,-0.0602961,-0.040555,,-0.366262,1.43116,0.928031,0.0116882,0.0123882,-0.0165296,-0.391924,-0.217795,0.192905,,-0.57917,1.21891,0.927675,0.0311601,-0.00708461,-0.0165206,-1.27813,0.670123,1.46449,,-0.0528485,1.41425,1.05218,0.00165314,-0.0017488,0.00578284,-0.186145,0.074029,-0.281739,,-0.293607,1.31628,1.20324,-0.00339478,0.00234962,0.000389814,0.121236,-0.0838995,0.105572,,-0.334831,0.936982,0.989993,-0.00722677,0.00415027,0.00630677,0.144625,-0.161254,0.123167,,-0.380579,0.501197,1.01363,0.00403941,0.00267148,0.000747442,-0.00847578,-0.148165,0.0635147,,-0.13531,0.930109,1.01904,-0.00467598,-0.000302196,-0.0124812,0.176141,0.0274658,-0.069952,,-0.0988247,0.492913,1.00947,0.00148617,-1.2517E-05,-0.00200629,0.0406757,0.0160396,-0.0519276,,
-0.237867,0.890949,1.01212,0.00085786,-0.000470281,-0.00261068,0.180244,-0.0634074,0.0403404,,-0.197748,1.4172,0.961326,-0.00253737,0.000450611,-0.00654101,-0.32275,-0.0613689,-0.0518203,,-0.202157,1.55035,1.00571,0.000399202,0.0016737,-0.0099349,-0.397021,-0.0815392,0.00171661,,-0.365873,1.43158,0.92748,-0.00137597,0.00512481,-0.0100994,-0.394607,-0.240111,0.227344,,-0.578131,1.21868,0.927124,-0.0114441,0.0152493,0.0322938,-2.24962,1.64516,-0.103641,,-0.0527934,1.41419,1.05238,-0.00455171,0.000718832,-0.00361204,-0.170428,0.062871,-0.289679,,-0.29372,1.31636,1.20325,0.000645518,-0.000450611,0.00390887,0.114155,-0.0263929,0.104284,,-0.335072,0.93712,0.990203,-0.00240594,-0.00122488,0.0104141,0.137812,-0.15868,0.0369072,,-0.380444,0.501286,1.01366,0.00375778,-0.00226736,0.0028646,-0.0321865,-0.138295,0.0884056,,-0.135466,0.930099,1.01862,0.00119492,0.000611544,-0.014813,0.145859,0.0282168,0,,-0.0987752,0.492913,1.0094,0.00284202,0.000522137,-0.00373364,0.0782669,0.0231743,-0.0205994,,
-0.237838,0.890934,1.01203,0.00686601,-0.00258386,-0.001266,0.0546366,0.0122309,0.000429153,,-0.197832,1.41722,0.961108,-0.0132953,-0.00159502,-0.00826836,0.0361025,-0.000429153,-0.0297189,,-0.202143,1.55041,1.00538,-0.0128353,-0.00104427,-0.00987768,0.0521421,-0.0064373,-0.0107288,,-0.365919,1.43175,0.927144,-0.0145304,-0.0028789,-0.00252128,0.0156641,-0.0195265,0.0613689,,-0.578513,1.21919,0.928201,-0.0864333,0.0700915,0.0288373,-0.997353,1.08597,-1.35784,,-0.0529451,1.41421,1.05226,-0.0102326,0.00281096,-0.013268,0.0847846,-0.00150204,-0.108576,,-0.293698,1.31634,1.20338,0.00445068,-0.0013268,0.00738144,0.200898,0.033474,0.0914097,,-0.335153,0.937079,0.99055,0.00218779,-0.00651419,0.0116444,0.0536442,0.00675917,0.00300407,,-0.380319,0.50121,1.01375,0.00268489,-0.00687718,0.00580788,-0.00552535,0.0139475,0.018239,,-0.135426,0.93012,1.01813,0.00605732,0.00155211,-0.0148165,0.0527054,0.0145912,-0.0180244,,-0.0986805,0.49293,1.00928,0.00545092,0.00129372,-0.00442386,0.0644669,0.0156105,-0.00257492,,
-0.237609,0.890847,1.01199,0.00868723,-0.00217617,-0.00124812,-0.0173539,0.0496745,-0.0173807,,-0.198275,1.41716,0.960833,-0.0120919,-0.0016129,-0.00926077,0.22383,0.0375509,-0.00987053,,-0.202571,1.55037,1.00505,-0.0110972,-0.00125885,-0.0102353,0.297055,0.0439882,-0.0221014,,-0.366403,1.43165,0.92706,-0.0140074,-0.00352621,-0.000477433,0.236517,0.132823,-0.0307918,,-0.581394,1.22152,0.929162,-0.119678,0.106291,-0.0164241,1.08941,-0.679994,0.177026,,-0.0532862,1.41431,1.05181,-0.00740647,0.00276089,-0.0168872,0.214563,-0.0856161,0.00665188,,-0.29355,1.3163,1.20363,0.0111473,-0.000214577,0.010432,0.155729,0.0705957,0.00793934,,-0.33508,0.936862,0.990938,0.00397593,-0.00628889,0.0117427,-0.00305772,0.0959158,0.0284314,,-0.380229,0.500981,1.01395,0.00250071,-0.00641406,0.00641584,0.0464022,0.0870109,-0.0442028,,-0.135225,0.930172,1.01763,0.00781417,0.00203848,-0.0154173,0.000429153,0.0027895,-0.0562191,,-0.0984988,0.492974,1.00913,0.00760004,0.00181317,-0.00450969,0.0268892,0.00455976,-0.0197411,,
-0.23732,0.890775,1.01195,0.00810877,-0.000520349,-0.00183106,0.0111044,0.0259638,-0.0092268,,-0.198678,1.41711,0.960524,-0.00463128,-0.00036478,-0.00959158,0.133815,0.0178099,0.00257492,,-0.202941,1.55033,1.00471,-0.00119537,0.000203848,-0.0109756,0.17193,0.0186682,0.00300407,,-0.36687,1.43153,0.927044,-0.00612259,0.000901222,-0.00150561,0.138778,0.0598669,-0.00450611,,-0.585383,1.22507,0.928614,-0.0833666,0.0836241,-0.0105214,1.92529,-1.82605,1.93248,,-0.0535331,1.4144,1.05125,-0.000254363,-9.65595E-05,-0.016669,0.126667,0.00879765,0.00815392,,-0.293178,1.31629,1.20398,0.0163382,0.00213862,0.0106931,0.148648,0.0251055,0.0454903,,-0.334947,0.936653,0.99133,0.003874,-0.00309169,0.0126904,0.0201702,0.0481725,0.0092268,,-0.380146,0.500767,1.01416,0.00404835,-0.00351369,0.00494599,0.0534833,0.0437737,-0.0122309,,-0.134964,0.930239,1.01712,0.00782847,0.00212967,-0.0172913,0.0182658,0.00300407,-0.0255346,,-0.0982454,0.493034,1.00898,0.00849612,0.00196606,-0.00516415,0.000590086,0.00177026,-0.0218868,,
-0.237049,0.890757,1.01188,0.00847891,0.000346899,-0.00213862,0.0426203,0.0158787,0.00064373,,-0.198833,1.4171,0.960204,-0.00017032,0.000228882,-0.00950754,0.0931263,0.00708103,0.000965595,,-0.202981,1.55034,1.00435,0.00453606,0.00082612,-0.0108755,0.0993222,0.00429153,0.00879765,,-0.367074,1.43156,0.926994,-0.00149578,0.00290036,-0.00165582,0.0967741,0.0137329,-0.0153422,,-0.588162,1.22785,0.928264,-0.0191903,0.0227594,0.0538927,1.09037,-1.03126,0.797045,,-0.0535415,1.4144,1.0507,0.00396788,0.000196695,-0.0164008,0.084731,-0.0221014,0.0145912,,-0.292634,1.31636,1.20433,0.0212932,0.00297546,0.0122094,-0.0717759,0.0862598,-0.164151,,-0.334818,0.93655,0.991753,0.00454634,-0.00148594,0.012998,0.0524104,0.0209212,-0.0244618,,-0.380011,0.50065,1.01433,0.00583202,-0.00205457,0.00454187,0.0374436,0.0255346,0.0332594,,-0.134703,0.93031,1.01654,0.00843734,0.00222981,-0.018146,0.0420839,0.00901222,0.0190973,,-0.0979622,0.4931,1.00881,0.00851601,0.00202507,-0.00589371,0.0211492,0.00831485,-0.0287533,,
-0.236767,0.890769,1.01181,0.00989959,0.0008744,-0.00212073,0.0238985,0.0170589,0.00300407,,-0.198838,1.4171,0.959887,0.00293434,0.00046134,-0.00947714,0.0742972,0.00815392,0.00547171,,-0.20283,1.55036,1.00398,0.00784636,0.000969172,-0.0105822,0.0735194,0.005579,0.0128746,,-0.367124,1.43166,0.926938,0.00172913,0.00335813,-0.00216544,0.0798225,0.00836849,-0.024569,,-0.588802,1.22861,0.93006,0.0171554,-0.0116158,0.0804627,0.0240326,0.0798225,-0.639331,,-0.0534093,1.4144,1.05015,0.00679225,-0.000540018,-0.0159109,0.0578955,-0.00729561,0.0311136,,-0.291924,1.31646,1.20474,0.0189006,0.00585437,0.00674129,0.0724733,-0.0092268,0.047636,,-0.334666,0.9365,0.992186,0.00629336,-0.00078857,0.0121826,0.0359416,0.022316,-0.0356197,,-0.379817,0.500581,1.01448,0.00708014,-0.00120342,0.0056541,0.0367463,0.0261784,0.0394821,,-0.134422,0.930385,1.01594,0.00984013,0.00252843,-0.0175059,0.0232816,0.00997782,0.0356197,,-0.0976784,0.493167,1.00861,0.00922099,0.00230223,-0.00685215,0.0550658,0.0140548,-0.0360489,,
-0.236437,0.890798,1.01174,0.0106958,0.00144124,-0.0020206,0.00686646,0.0115871,-0.00064373,,-0.198741,1.41712,0.959571,0.00541046,0.000733137,-0.00929296,0.0258833,0.00622273,0.0115871,,-0.202568,1.5504,1.00363,0.0102966,0.00115514,-0.0101531,0.0280291,0.00193119,0.0242472,,-0.367066,1.43177,0.926866,0.00439078,0.00364065,-0.00298441,0.0260711,0.0233889,0.024569,,-0.58823,1.22822,0.932742,0.0179583,-0.00895858,0.0591499,-0.115228,0.170374,-0.520992,,-0.0531829,1.41438,1.04962,0.0087221,-0.000779629,-0.0148773,0.0332058,-0.0298262,0.00193119,,-0.291294,1.31666,1.20496,0.0213164,0.00554323,0.00833273,-0.000107288,0.00622273,-0.0308991,,-0.334457,0.936474,0.992592,0.00749052,-4.64916E-05,0.0109953,0.0146985,0.0156641,-0.0228524,,-0.379581,0.500541,1.01467,0.00830501,-0.000332594,0.00696659,0.00150204,0.018239,0.00300407,,-0.134094,0.930469,1.01535,0.0106166,0.00286102,-0.016315,0.00635684,0.0064373,0.0184536,,-0.097371,0.493244,1.00838,0.0110567,0.00276983,-0.0080502,0.0544086,0.0113726,-0.0304699,,
