Hip,,,,Neck,,,,Head,,,,RShoulder,,,,RForearm,,,,LShoulder,,,,LForearm,,,,RThigh,,,,RShin,,,,LThigh,,,,LShin
-0.23836,0.89438,0.768516,0.161308,0.0365514,0.0898629,-2.09325,-0.322294,-0.0436664,,0.161308,0.0365514,0.0898629,-2.09325,-0.322294,-0.0436664,-0.230416,1.42077,0.708193,,-2.09325,-0.322294,-0.0436664,-0.230416,1.42077,0.708193,0.29207,0.00877619,0.0644356,,-0.230416,1.42077,0.708193,0.29207,0.00877619,0.0644356,-3.42961,-0.544596,-0.838244,,0.29207,0.00877619,0.0644356,-3.42961,-0.544596,-0.838244,-0.218327,1.55345,0.752551,,-3.42961,-0.544596,-0.838244,-0.218327,1.55345,0.752551,0.338488,-0.00437737,0.0900078,,-0.218327,1.55345,0.752551,0.338488,-0.00437737,0.0900078,-3.37848,-0.542021,-0.927186,,0.338488,-0.00437737,0.0900078,-3.37848,-0.542021,-0.927186,-0.393192,1.4408,0.757617,,-3.37848,-0.542021,-0.927186,-0.393192,1.4408,0.757617,0.265684,0.0766933,-0.0506705,,-0.393192,1.4408,0.757617,0.265684,0.0766933,-0.0506705,-2.81873,-1.12846,1.36771,,0.265684,0.0766933,-0.0506705,-2.81873,-1.12846,1.36771,-0.643848,1.32929,0.880562,,
-0.232983,0.895598,0.771511,0.0915331,0.02581,0.0884074,-1.90171,-0.324011,-0.182819,,0.0915331,0.02581,0.0884074,-1.90171,-0.324011,-0.182819,-0.22068,1.42106,0.710341,,-1.90171,-0.324011,-0.182819,-0.22068,1.42106,0.710341,0.17775,-0.00937343,0.0364941,,-0.22068,1.42106,0.710341,0.17775,-0.00937343,0.0364941,-3.30003,-0.356412,-0.797689,,0.17775,-0.00937343,0.0364941,-3.30003,-0.356412,-0.797689,-0.207044,1.55331,0.755552,,-3.30003,-0.356412,-0.797689,-0.207044,1.55331,0.755552,0.225872,-0.0224412,0.0591016,,-0.207044,1.55331,0.755552,0.225872,-0.0224412,0.0591016,-3.33651,-0.288177,-1.04177,,0.225872,-0.0224412,0.0591016,-3.33651,-0.288177,-1.04177,-0.384336,1.44336,0.755928,,-3.33651,-0.288177,-1.04177,-0.384336,1.44336,0.755928,0.171726,0.0390816,-0.00507832,,-0.384336,1.44336,0.755928,0.171726,0.0390816,-0.00507832,-2.73264,-1.02739,1.54882,,0.171726,0.0390816,-0.00507832,-2.73264,-1.02739,1.54882,-0.631911,1.32743,0.88101,,
-0.229932,0.896459,0.774458,0.0281426,0.0150079,0.0823134,-0.673074,-0.276053,-0.94682,,0.0281426,0.0150079,0.0823134,-0.673074,-0.276053,-0.94682,-0.214755,1.42075,0.711557,,-0.673074,-0.276053,-0.94682,-0.214755,1.42075,0.711557,0.067749,-0.0212574,0.00990272,,-0.214755,1.42075,0.711557,0.067749,-0.0212574,0.00990272,-1.43748,0.148916,-0.131214,,0.067749,-0.0212574,0.00990272,-1.43748,0.148916,-0.131214,-0.199515,1.55256,0.757522,,-1.43748,0.148916,-0.131214,-0.199515,1.55256,0.757522,0.114656,-0.032047,0.0243741,,-0.199515,1.55256,0.757522,0.114656,-0.032047,0.0243741,-1.94444,0.275087,-0.342572,,0.114656,-0.032047,0.0243741,-1.94444,0.275087,-0.342572,-0.378612,1.44466,0.755758,,-1.94444,0.275087,-0.342572,-0.378612,1.44466,0.755758,0.080637,0.00483513,0.0465506,,-0.378612,1.44466,0.755758,0.080637,0.00483513,0.0465506,-1.38794,-0.37272,0.22713,,0.080637,0.00483513,0.0465506,-1.38794,-0.37272,0.22713,-0.624861,1.32514,0.880079,,
-0.228994,0.896959,0.777202,0.00570685,0.0058043,0.0507528,-0.0855357,-0.194192,-1.03995,,0.00570685,0.0058043,0.0507528,-0.0855357,-0.194192,-1.03995,-0.212497,1.42004,0.711887,,-0.0855357,-0.194192,-1.03995,-0.212497,1.42004,0.711887,0.0198332,-0.0162935,0.00553072,,-0.212497,1.42004,0.711887,0.0198332,-0.0162935,0.00553072,-0.379801,0.289464,0.127566,,0.0198332,-0.0162935,0.00553072,-0.379801,0.289464,0.127566,-0.195693,1.55149,0.758334,,-0.379801,0.289464,0.127566,-0.195693,1.55149,0.758334,0.0498408,-0.022881,0.0129569,,-0.195693,1.55149,0.758334,0.0498408,-0.022881,0.0129569,-1.00135,0.399971,0.042057,,0.0498408,-0.022881,0.0129569,-1.00135,0.399971,0.042057,-0.375924,1.44482,0.75731,,-1.00135,0.399971,0.042057,-0.375924,1.44482,0.75731,0.0343725,-0.00758529,0.0541234,,-0.375924,1.44482,0.75731,0.0343725,-0.00758529,0.0541234,-0.636649,0.0394821,-0.706816,,0.0343725,-0.00758529,0.0541234,-0.636649,0.0394821,-0.706816,-0.622626,1.32278,0.87823,,
-0.228804,0.897152,0.778894,0.00285566,-0.000668764,0.0160879,0.00759065,-0.045383,-0.237966,,0.00285566,-0.000668764,0.0160879,0.00759065,-0.045383,-0.237966,-0.211836,1.4195,0.712072,,0.00759065,-0.045383,-0.237966,-0.211836,1.4195,0.712072,0.00717267,-0.00664473,0.00978291,,-0.211836,1.4195,0.712072,0.00717267,-0.00664473,0.00978291,-0.148192,0.105786,0.0842214,,0.00717267,-0.00664473,0.00978291,-0.148192,0.105786,0.0842214,-0.194032,1.55073,0.758766,,-0.148192,0.105786,0.0842214,-0.194032,1.55073,0.758766,0.0164625,-0.00954866,0.0143588,,-0.194032,1.55073,0.758766,0.0164625,-0.00954866,0.0143588,-0.356439,0.148273,0.0445247,,0.0164625,-0.00954866,0.0143588,-0.356439,0.148273,0.0445247,-0.374778,1.44457,0.759114,,-0.356439,0.148273,0.0445247,-0.374778,1.44457,0.759114,0.0131518,-0.00626564,0.0305629,,-0.374778,1.44457,0.759114,0.0131518,-0.00626564,0.0305629,-0.251806,-0.00987053,-0.218332,,0.0131518,-0.00626564,0.0305629,-0.251806,-0.00987053,-0.218332,-0.622185,1.32102,0.877033,,
-0.228709,0.89713,0.77943,0.00310868,-0.00218153,0.00815749,0.0419766,0.0153422,0.0589013,,0.00310868,-0.00218153,0.00815749,0.0419766,0.0153422,0.0589013,-0.211596,1.41928,0.712398,,0.0419766,0.0153422,0.0589013,-0.211596,1.41928,0.712398,0.00223339,-0.00311852,0.0125885,,-0.211596,1.41928,0.712398,0.00223339,-0.00311852,0.0125885,-0.0282437,0.00751019,0.0192046,,0.00223339,-0.00311852,0.0125885,-0.0282437,0.00751019,0.0192046,-0.193483,1.55041,0.759245,,-0.0282437,0.00751019,0.0192046,-0.193483,1.55041,0.759245,0.00458077,-0.00460625,0.0158429,,-0.193483,1.55041,0.759245,0.00458077,-0.00460625,0.0158429,0.133064,-0.00064373,-0.0213504,,0.00458077,-0.00460625,0.0158429,0.133064,-0.00064373,-0.0213504,-0.37434,1.44436,0.760133,,0.133064,-0.00064373,-0.0213504,-0.37434,1.44436,0.760133,0.00475824,-0.00659466,0.0232834,,-0.37434,1.44436,0.760133,0.00475824,-0.00659466,0.0232834,0.129175,0.0514984,0.512838,,0.00475824,-0.00659466,0.0232834,0.129175,0.0514984,0.512838,-0.621985,1.32008,0.876778,,
-0.228605,0.897057,0.779702,0.00450835,-0.00166833,0.0101209,-0.0263661,0.0411987,-0.0928044,,0.00450835,-0.00166833,0.0101209,-0.0263661,0.0411987,-0.0928044,-0.211522,1.41918,0.712817,,-0.0263661,0.0411987,-0.0928044,-0.211522,1.41918,0.712817,0.00129238,-0.00286818,0.0132304,,-0.211522,1.41918,0.712817,0.00129238,-0.00286818,0.0132304,-0.000911951,0.0257492,-0.273156,,0.00129238,-0.00286818,0.0132304,-0.000911951,0.0257492,-0.273156,-0.193331,1.55026,0.759773,,-0.000911951,0.0257492,-0.273156,-0.193331,1.55026,0.759773,0.00901625,-0.00462771,0.0151312,,-0.193331,1.55026,0.759773,0.00901625,-0.00462771,0.0151312,0.0867158,0.0403404,-0.350404,,0.00901625,-0.00462771,0.0151312,0.0867158,0.0403404,-0.350404,-0.374181,1.44414,0.760909,,0.0867158,0.0403404,-0.350404,-0.374181,1.44414,0.760909,0.00906408,-0.00488162,0.040378,,-0.374181,1.44414,0.760909,0.00906408,-0.00488162,0.040378,0.0677526,0.057292,-0.0774622,,0.00906408,-0.00488162,0.040378,0.0677526,0.057292,-0.0774622,-0.622038,1.31955,0.876763,,
-0.228455,0.897002,0.780039,0.00362948,-0.000293255,0.00702739,-0.0889152,0.0403404,-0.0321865,,0.00362948,-0.000293255,0.00702739,-0.0889152,0.0403404,-0.0321865,-0.211479,1.41908,0.713258,,-0.0889152,0.0403404,-0.0321865,-0.211479,1.41908,0.713258,0.00126153,-0.00200987,0.00412524,,-0.211479,1.41908,0.713258,0.00126153,-0.00200987,0.00412524,-0.010407,0.0306845,-0.0939846,,0.00126153,-0.00200987,0.00412524,-0.010407,0.0306845,-0.0939846,-0.19303,1.5501,0.760277,,-0.010407,0.0306845,-0.0939846,-0.19303,1.5501,0.760277,0.0119072,-0.00328302,0.00345111,,-0.19303,1.5501,0.760277,0.0119072,-0.00328302,0.00345111,-0.0828803,0.039053,-0.0902295,,0.0119072,-0.00328302,0.00345111,-0.0828803,0.039053,-0.0902295,-0.373879,1.44398,0.762255,,-0.0828803,0.039053,-0.0902295,-0.373879,1.44398,0.762255,0.0113225,-0.00296831,0.0377959,,-0.373879,1.44398,0.762255,0.0113225,-0.00296831,0.0377959,-0.0673771,0.0478506,-0.312209,,0.0113225,-0.00296831,0.0377959,-0.0673771,0.0478506,-0.312209,-0.62227,1.31918,0.87674,,
-0.228334,0.896992,0.780274,0.000665188,0.00104964,0.00595272,0.0025481,-0.01899,0.0972033,,0.000665188,0.00104964,0.00595272,0.0025481,-0.01899,0.0972033,-0.211437,1.41901,0.713396,,0.0025481,-0.01899,0.0972033,-0.211437,1.41901,0.713396,0.000914633,-0.000983477,0.000992417,,-0.211437,1.41901,0.713396,0.000914633,-0.000983477,0.000992417,-0.0887811,-0.0115871,0.116301,,0.000914633,-0.000983477,0.000992417,-0.0887811,-0.0115871,0.116301,-0.192633,1.54999,0.760392,,-0.0887811,-0.0115871,0.116301,-0.192633,1.54999,0.760392,0.00914455,-0.00197768,0.000445247,,-0.192633,1.54999,0.760392,0.00914455,-0.00197768,0.000445247,-0.256017,-0.000214577,0.151706,,0.00914455,-0.00197768,0.000445247,-0.256017,-0.000214577,0.151706,-0.373502,1.44388,0.763515,,-0.256017,-0.000214577,0.151706,-0.373502,1.44388,0.763515,0.0090757,-0.00136972,0.0273871,,-0.373502,1.44388,0.763515,0.0090757,-0.00136972,0.0273871,-0.211841,-0.104713,-0.235391,,0.0090757,-0.00136972,0.0273871,-0.211841,-0.104713,-0.235391,-0.622684,1.31897,0.876143,,
-0.228312,0.897027,0.780472,0.000750572,0.000418425,0.00919282,0.0696838,-0.0335813,0.0424862,,0.000750572,0.000418425,0.00919282,0.0696838,-0.0335813,0.0424862,-0.211406,1.41898,0.713429,,0.0696838,-0.0335813,0.0424862,-0.211406,1.41898,0.713429,-0.00204429,-0.00137329,0.00486732,,-0.211406,1.41898,0.713429,-0.00204429,-0.00137329,0.00486732,0.0327498,-0.05579,-0.155783,,-0.00204429,-0.00137329,0.00486732,0.0327498,-0.05579,-0.155783,-0.192328,1.54993,0.760407,,0.0327498,-0.05579,-0.155783,-0.192328,1.54993,0.760407,0.000611097,-0.00198841,0.00550211,,-0.192328,1.54993,0.760407,0.000611097,-0.00198841,0.00550211,0.0582039,-0.0375509,-0.217259,,0.000611097,-0.00198841,0.00550211,0.0582039,-0.0375509,-0.217259,-0.373199,1.44384,0.764428,,0.0582039,-0.0375509,-0.217259,-0.373199,1.44384,0.764428,0.00201523,-0.00486016,0.0195426,,-0.373199,1.44384,0.764428,0.00201523,-0.00486016,0.0195426,0.0677526,-0.0369072,-0.0622273,,0.00201523,-0.00486016,0.0195426,0.0677526,-0.0369072,-0.0622273,-0.622826,1.31903,0.87618,,
